addr1,addr2,areacode,booktour,cat1,cat2,cat3,contentid,contenttypeid,createdtime,firstimage,firstimage2,cpyrhtDivCd,mapx,mapy,mlevel,modifiedtime,sigungucode,tel,title,zipcode
제주특별자치도 제주시 516로 3041-24,(아라일동),39,0,A01,A0102,A01020100,126461,12,2.00E+13,http://tong.visitkorea.or.kr/cms/resource/26/1618526_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/26/1618526_image3_1.jpg,Type3,126.5547605,33.44766994,6,2.02E+13,4,,산천단곰솔,63244
강원특별자치도 화천군 화천읍 상승로2길 25-10,,32,0,A02,A0206,A02061200,2569516,12,2.02E+13,http://tong.visitkorea.or.kr/cms/resource/62/2566362_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/62/2566362_image3_1.jpg,Type3,127.7028781,38.10614914,6,2.02E+13,17,,산천어시네마,24121
강원특별자치도 화천군 화천읍 상승로2길 21,,32,0,A02,A0206,A02060100,2569517,12,2.02E+13,http://tong.visitkorea.or.kr/cms/resource/71/2566371_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/71/2566371_image3_1.jpg,Type3,127.7037225,38.10596307,6,2.02E+13,17,,산천어커피박물관,24121
경상남도 산청군 시천면 남명로 310-8,(시천면) 산천재관리사무소,36,0,A01,A0102,A01020100,250406,12,2.01E+13,http://tong.visitkorea.or.kr/cms/resource/75/2486375_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/75/2486375_image2_1.jpg,Type3,127.8489966,35.29763229,6,2.02E+13,9,,산천재 남명매,52234
경상남도 산청군 단성면 남사리,,36,0,A02,A0201,A02010400,2786838,12,2.02E+13,http://tong.visitkorea.or.kr/cms/resource/01/2790001_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/01/2790001_image2_1.jpg,Type3,127.9345205,35.26574017,6,2.02E+13,9,,산청 남사리 이씨고가(이씨고가),
경상남도 산청군 신등면 단계리,,36,0,A02,A0201,A02010400,2785866,12,2.02E+13,http://tong.visitkorea.or.kr/cms/resource/21/2790121_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/21/2790121_image2_1.jpg,Type3,128.021121,35.38023991,6,2.02E+13,9,,산청 단계리 권씨고가(권씨고가),
경상남도 산청군 신등면 신등가회로 53-9,(신등면),36,0,A02,A0201,A02010600,128948,12,2.01E+13,http://tong.visitkorea.or.kr/cms/resource/41/1929341_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/41/1929341_image3_1.jpg,Type3,128.0083443,35.38233667,6,2.02E+13,9,,산청 단계마을 옛 담장,52257
경상남도 산청군 단성면 호암로673번길 12-1,,36,0,A02,A0205,A02050200,250401,12,2.01E+13,http://tong.visitkorea.or.kr/cms/resource/52/793052_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/52/793052_image3_1.jpg,Type3,127.8997499,35.32150549,6,2.02E+13,9,,산청 단속사지 동 삼층석탑,52241
경상남도 산청군 동의보감로555번길 61,,36,0,A02,A0202,A02020600,2620990,12,2.02E+13,http://tong.visitkorea.or.kr/cms/resource/90/3023090_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/90/3023090_image3_1.jpg,Type3,127.8278558,35.44115183,6,2.02E+13,9,,산청 동의보감촌,52229
경상남도 산청군 시천면 지리산대로 320-292,,36,0,A02,A0205,A02050200,250397,12,2.01E+13,http://tong.visitkorea.or.kr/cms/resource/48/2775448_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/48/2775448_image2_1.jpg,Type3,127.7359836,35.32759636,6,2.02E+13,9,,산청 법계사 삼층석탑,52236
경남 산청군 차황면 실매리 765-3,,36,0,A01,A0102,A01020100,2787155,12,2.02E+13,http://tong.visitkorea.or.kr/cms/resource/53/2790053_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/53/2790053_image2_1.jpg,Type3,127.9304094,35.48833999,6,2.02E+13,9,,산청 실매리 왕버드나무군(실매리왕버드나무군락(금포림)),
경상남도 산청군 단성면 상동길 77,,36,0,A02,A0201,A02010400,2669992,12,2.02E+13,,,,127.9350924,35.27664729,6,2.02E+13,9,,산청 이사재,52252
경남 산청군 금서면 구형왕릉로,,36,0,A02,A0201,A02010700,126595,12,2.00E+13,,,,127.8006608,35.44935043,6,2.02E+13,9,055-970-6411,산청 전 구형왕릉,"666-832,4"
경상남도 산청군 시천면 사리,,36,0,A02,A0201,A02010700,231917,12,2.01E+13,http://tong.visitkorea.or.kr/cms/resource/31/1611431_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/31/1611431_image3_1.jpg,Type3,127.8508996,35.28283677,6,2.02E+13,9,,산청 조식 유적,52234
경상남도 산청군 금서면 특리,,36,0,A02,A0201,A02010700,2786866,12,2.02E+13,http://tong.visitkorea.or.kr/cms/resource/06/2790006_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/06/2790006_image2_1.jpg,Type3,127.8379827,35.44222689,6,2.02E+13,9,,산청 특리 지석묘군(지석묘군),
경상남도 산청군 금서면 화계오봉로 530,,36,0,A02,A0201,A02010700,1044187,12,2.01E+13,http://tong.visitkorea.or.kr/cms/resource/49/2771649_image2_1.jpeg,http://tong.visitkorea.or.kr/cms/resource/49/2771649_image2_1.jpeg,Type3,127.7806326,35.42743866,6,2.02E+13,9,,산청·함양사건 추모공원,52228
경남 산청군 시천면 신천리 506,,36,0,A02,A0204,A02040400,2787170,12,2.02E+13,http://tong.visitkorea.or.kr/cms/resource/80/2790080_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/80/2790080_image2_1.jpg,Type3,127.7802093,35.25611631,6,2.02E+13,9,,산청양수발전소홍보관 / 산청양수발전소,
경상남도 산청군 산청읍 중앙로59번길 20-5,(산청읍),36,0,A02,A0201,A02010700,1955417,12,2.01E+13,,,,127.8809796,35.41658332,6,2.02E+13,9,,산청향교,52218
강원특별자치도 화천군 화천읍 산수화로 10,,32,0,A02,A0205,A02050600,2568531,12,2.02E+13,http://tong.visitkorea.or.kr/cms/resource/81/2566381_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/81/2566381_image3_1.jpg,Type3,127.706,38.10714908,6,2.02E+13,17,,산타우체국,24120
경상남도 창녕군 이방면 이방로 623,,36,0,A02,A0203,A02030400,2713277,12,2.02E+13,http://tong.visitkorea.or.kr/cms/resource/84/2534884_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/84/2534884_image3_1.jpg,Type3,128.3836227,35.57779081,,2.02E+13,15,,산토끼 노래동산,50301
경상남도 창원시 마산합포구 용마산길 142,(산호동),36,0,A02,A0202,A02020700,127623,12,2.00E+13,http://tong.visitkorea.or.kr/cms/resource/70/3071870_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/70/3071870_image3_1.jpg,Type3,128.583004,35.21385485,6,2.02E+13,16,,산호공원,51334
경상남도 창원시 마산합포구 산호동,,36,0,A02,A0203,A02030600,128170,12,2.00E+13,http://tong.visitkorea.or.kr/cms/resource/30/717830_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/30/717830_image3_1.jpg,Type3,128.5806042,35.21394646,6,2.02E+13,16,,산호공원(용마공원) 시(詩)의 거리,51331
서울특별시 성동구 사근동길 16-18,(사근동),1,0,A02,A0202,A02020700,753994,12,2.01E+13,http://tong.visitkorea.or.kr/cms/resource/35/755735_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/35/755735_image3_1.jpg,Type3,127.0431431,37.56024225,6,2.02E+13,16,,살곶이체육공원,4762
충청북도 보은군 속리산면,,33,0,A01,A0101,A01011800,129662,12,2.01E+13,,,,127.8442787,36.49174104,6,2.02E+13,3,,삼가저수지,28910
경상남도 합천군 삼가면 소오2길 18-5,,36,0,A02,A0201,A02010700,1955425,12,2.01E+13,http://tong.visitkorea.or.kr/cms/resource/68/3041268_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/68/3041268_image3_1.jpg,Type3,128.1172146,35.40790518,6,2.02E+13,21,,삼가향교,50224
서울특별시 강북구 삼양로173길 460,(탐방지원센터),1,0,A01,A0101,A01010400,128933,12,2.01E+13,http://tong.visitkorea.or.kr/cms/resource/71/1894471_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/71/1894471_image3_1.jpg,Type3,126.9909006,37.65824658,6,2.02E+13,3,,삼각산,1002
서울특별시 구로구 구로동 47,(구로동),1,0,A02,A0202,A02020700,2773287,12,2.02E+13,http://tong.visitkorea.or.kr/cms/resource/27/2780827_image2_1.png,http://tong.visitkorea.or.kr/cms/resource/27/2780827_image2_1.png,Type3,126.892053,37.50142415,6,2.02E+13,7,,삼각어린이공원,8297
경상북도 예천군 풍양면 삼강리길 53-14,,35,0,A02,A0201,A02010700,705607,12,2.01E+13,,,,128.3031968,36.56282466,6,2.02E+13,16,,삼강강당,36862
경상남도 밀양시 삼랑진읍 삼랑1길 32-9,,36,0,A02,A0201,A02010700,1959622,12,2.01E+13,http://tong.visitkorea.or.kr/cms/resource/52/2606552_image2_1.bmp,http://tong.visitkorea.or.kr/cms/resource/52/2606552_image2_1.bmp,Type3,128.8181677,35.38312624,6,2.02E+13,7,,삼강서원,50467
광주광역시 광산구 삼거동,(삼거동),5,0,A02,A0201,A02010700,129199,12,2.01E+13,http://tong.visitkorea.or.kr/cms/resource/49/2493549_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/49/2493549_image2_1.jpg,Type3,126.6725736,35.15229514,6,2.02E+13,1,,삼거동 고인돌,62407
경상남도 거제시 삼거4길 8,어울림센터 청사초롱체험마을,36,0,A02,A0203,A02030200,2392994,12,2.02E+13,http://tong.visitkorea.or.kr/cms/resource/77/2393977_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/77/2393977_image2_1.jpg,Type3,128.6460917,34.8442335,6,2.02E+13,1,,삼거동 청사초롱 체험마을,53299
경상남도 창원시 마산회원구 내서읍 광려로 8,,36,0,A02,A0202,A02020700,2784024,12,2.02E+13,,,,128.5031078,35.22616868,6,2.02E+13,16,,삼계근린공원,51240
경상북도 청도군 운문면 신원리1809,,35,0,A01,A0101,A01010900,2753964,12,2.02E+13,http://tong.visitkorea.or.kr/cms/resource/66/2754266_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/66/2754266_image2_1.jpg,Type3,129.0014464,35.67239706,6,2.02E+13,20,,삼계리계곡,38368
경상남도 고성군 대가면 유흥3길 51-6,,36,0,A02,A0203,A02030100,128490,12,2.01E+13,http://tong.visitkorea.or.kr/cms/resource/20/2486420_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/20/2486420_image2_1.jpg,Type3,128.2955148,35.01822718,6,2.02E+13,3,,삼계마을,52928
경상북도 봉화군 봉화읍 생기마1길 24,,35,0,A02,A0201,A02010700,1958879,12,2.01E+13,http://tong.visitkorea.or.kr/cms/resource/37/2717737_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/37/2717737_image2_1.jpg,Type3,128.7354791,36.90142735,6,2.02E+13,8,,삼계서원,36240
부산광역시 부산진구 초읍천로43번길 77,,6,0,A02,A0201,A02010800,127150,12,2.00E+13,,,,129.0434426,35.17593142,6,2.02E+13,7,,삼광사,47106
인천광역시 중구 제물량로 262-15,(선린동),2,0,A02,A0203,A02030600,2781336,12,2.02E+13,http://tong.visitkorea.or.kr/cms/resource/26/2786526_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/26/2786526_image2_1.jpg,Type3,126.6182287,37.47457242,6,2.02E+13,10,,삼국지벽화거리,22314
강원특별자치도 영월군 중동면 유전길 115,(중동면),32,0,A02,A0203,A02030100,1995974,12,2.02E+13,http://tong.visitkorea.or.kr/cms/resource/52/3039852_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/52/3039852_image3_1.jpg,Type3,128.7049133,37.15191469,6,2.02E+13,8,,삼굿마을(유전리산촌생태마을),26243
경상북도 안동시 풍산읍 지풍로 1975-1,,35,0,A02,A0201,A02010700,1181386,12,2.01E+13,http://tong.visitkorea.or.kr/cms/resource/95/2534195_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/95/2534195_image2_1.jpg,Type3,128.5502133,36.57887465,6,2.02E+13,11,,삼귀정,36617
경상남도 창원시 성산구 삼귀로 263,(귀산동) 부근,36,0,A01,A0101,A01011100,252574,12,2.01E+13,http://tong.visitkorea.or.kr/cms/resource/29/2486429_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/29/2486429_image2_1.jpg,Type3,128.6107533,35.14901818,6,2.02E+13,16,,삼귀해안,51705
충청남도 서산시 대산읍 화곡리,산1-1,34,,A03,A0302,A03022700,3045880,12,2.02E+13,http://tong.visitkorea.or.kr/cms/resource/74/3045874_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/74/3045874_image3_1.jpg,Type3,126.4510984,37.00370188,6,2.02E+13,7,,삼길 나루길,31904
충청남도 서산시 대산읍 삼길포1로 72-2,,34,0,A01,A0101,A01011400,129184,12,2.01E+13,,,,126.4509847,36.99921628,6,2.02E+13,7,,삼길포항,31904
경기도 안양시 만안구 삼덕로 106,(안양동),31,0,A02,A0202,A02020700,2738181,12,2.02E+13,http://tong.visitkorea.or.kr/cms/resource/29/2768229_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/29/2768229_image2_1.jpg,Type3,126.9164231,37.39745888,6,2.02E+13,17,,삼덕공원,14002
경상남도 통영시 산양읍 원항1길 3,,36,0,A01,A0101,A01011400,2782775,12,2.02E+13,http://tong.visitkorea.or.kr/cms/resource/14/2787914_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/14/2787914_image2_1.jpg,Type3,128.3838297,34.79571756,6,2.02E+13,17,,삼덕항,53083
경상남도 창원시 성산구 삼동동 223-1,"(대원동,대원1차대동황토방아파트)",36,0,A02,A0202,A02020700,2784012,12,2.02E+13,http://tong.visitkorea.or.kr/cms/resource/24/2800724_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/24/2800724_image2_1.JPG,Type3,128.6562361,35.22837677,6,2.02E+13,16,,삼동공원,51405
부산광역시 사상구 낙동대로 1231,,6,0,A01,A0101,A01010500,1338947,12,2.01E+13,http://tong.visitkorea.or.kr/cms/resource/63/2488063_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/63/2488063_image2_1.jpg,Type3,128.9732045,35.16914477,6,2.02E+13,9,,삼락생태공원,46900
인천광역시 강화군 길상면 전등사로 37-41,,2,1,A02,A0201,A02010200,128814,12,2.01E+13,,,,126.4864502,37.63148795,6,2.02E+13,1,,삼랑성(정족산성),23050
경상남도 밀양시 삼랑진읍 버들섬4길 38,,36,0,A02,A0202,A02020700,2744538,12,2.02E+13,http://tong.visitkorea.or.kr/cms/resource/29/2745329_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/29/2745329_image2_1.JPG,Type3,128.8370158,35.3904952,6,2.02E+13,7,,삼랑진생태문화공원,50467
전북특별자치도 완주군 삼례읍 삼례역로 68,,37,0,A02,A0203,A02030100,2615341,12,2.02E+11,,,,127.0657806,35.90750781,,2.02E+13,8,,삼례책마을,55337
서울특별시 중랑구 용마산로112나길 41,(망우동),1,0,A02,A0201,A02010800,2774468,12,2.02E+13,,,,127.1017034,37.59660575,6,2.02E+13,25,,삼룡사,2180
경상북도 경주시 남산순환로 341-126,(배동),35,0,A02,A0201,A02010700,250260,12,2.01E+13,,,,129.2217764,35.79496515,6,2.02E+13,2,,삼릉계곡마애석가여래좌상,38173
경상북도 경주시 배동,(배동),35,0,A01,A0101,A01010400,2742072,12,2.02E+13,,,,129.209533,35.79678971,6,2.02E+13,2,,삼릉숲,38173
경기도 안양시 만안구 삼막로 478,(석수동),31,0,A02,A0201,A02010800,127023,12,2.00E+13,http://tong.visitkorea.or.kr/cms/resource/82/3067982_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/82/3067982_image3_1.JPG,Type3,126.936198,37.4347188,6,2.02E+13,17,,삼막사,13910
경기도 안양시 만안구 삼막로 478,(석수동),31,0,A02,A0201,A02010700,756551,12,2.01E+13,http://tong.visitkorea.or.kr/cms/resource/02/3068002_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/02/3068002_image3_1.JPG,Type3,126.9361925,37.43470491,6,2.02E+13,17,,삼막사 마애삼존불,13910
경기 안양시 만안구 석수동,,31,0,A01,A0101,A01010900,2738157,12,2.02E+13,http://tong.visitkorea.or.kr/cms/resource/35/2768235_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/35/2768235_image2_1.jpg,Type3,126.9164471,37.43430183,6,2.02E+13,17,,삼막사계곡,
경기도 안양시 만안구 삼막로 478,,31,0,A02,A0201,A02010700,756548,12,2.01E+13,http://tong.visitkorea.or.kr/cms/resource/56/755256_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/56/755256_image3_1.jpg,Type3,126.9361925,37.43470491,6,2.02E+13,17,,삼막사남녀근석,13910
경기도 안양시 만안구 석수동 18,,31,0,A02,A0202,A02020600,2738106,12,2.02E+13,http://tong.visitkorea.or.kr/cms/resource/63/2768263_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/63/2768263_image2_1.jpg,Type3,126.9148779,37.42899686,6,2.02E+13,17,,삼막애견공원,
대전광역시 동구 충정로 73-17,(가양동),3,0,A02,A0201,A02010700,1622775,12,2.01E+13,http://tong.visitkorea.or.kr/cms/resource/43/1585443_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/43/1585443_image3_1.jpg,Type3,127.4556924,36.3460285,6,2.02E+13,2,,삼매당,34505
제주특별자치도 서귀포시 서홍동,820-2,39,0,A02,A0202,A02020700,127049,12,2.00E+13,http://tong.visitkorea.or.kr/cms/resource/39/1617239_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/39/1617239_image3_1.jpg,Type3,126.5468824,33.24391177,6,2.02E+13,3,,삼매봉,63578
인천광역시 중구 영종해안북로847번길 55,(운서동),2,0,A02,A0202,A02020800,2709524,12,2.02E+13,,,,126.4532403,37.49856395,6,2.02E+13,10,,삼목선착장,22380
제주특별자치도 제주시 신대로10길 48-9,,39,,A02,A0202,A02020700,2853484,12,2.02E+13,http://tong.visitkorea.or.kr/cms/resource/77/2853477_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/77/2853477_image3_1.JPG,Type3,126.4924649,33.49148633,6,2.02E+13,4,,삼무공원,63125
전남 완도군 약산면,조약도,38,0,A01,A0101,A01010400,579070,12,2.01E+13,,,,126.9008142,34.37671946,6,2.02E+13,18,,삼문산,"537-880,1"
경상남도 밀양시 삼문동,707,36,,A02,A0202,A02020700,3060332,12,2.02E+13,http://tong.visitkorea.or.kr/cms/resource/74/3049874_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/74/3049874_image3_1.JPG,Type3,128.7497266,35.47794209,6,2.02E+13,7,,삼문수변공원,50439
경남 창원시 진해구 여좌동 78,(여좌동),36,0,A02,A0201,A02010800,2782742,12,2.02E+13,http://tong.visitkorea.or.kr/cms/resource/35/2794335_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/35/2794335_image2_1.jpg,Type3,128.6642484,35.15813202,6,2.02E+13,16,,삼밀사,51695
강원특별자치도 태백시 삼방1길 2-28,(철암동),32,0,A02,A0205,A02050600,2612286,12,2.02E+13,http://tong.visitkorea.or.kr/cms/resource/01/2612401_image2_1.bmp,http://tong.visitkorea.or.kr/cms/resource/01/2612401_image2_1.bmp,Type3,129.0382401,37.11527252,6,2.02E+13,14,,삼방동전망대,26045
경기도 남양주시 조안면 삼봉리,,31,0,A02,A0203,A02030100,612826,12,2.01E+13,http://tong.visitkorea.or.kr/cms/resource/34/2481334_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/34/2481334_image2_1.jpg,Type3,127.3388235,37.59709055,6,2.02E+13,9,,삼봉리 한식마을,12278
경남 거창군 고제면 봉계리,,36,0,A01,A0101,A01010400,1576358,12,2.01E+13,,,,127.8517335,35.8844465,6,2.02E+13,2,,삼봉산,"670-833,1"
강원특별자치도 홍천군 내면 삼봉휴양길 276,,32,0,A01,A0101,A01011000,1837460,12,2.01E+13,,,,128.4632915,37.85689533,6,2.02E+13,16,,삼봉약수,25170
충청남도 태안군 안면읍,창기6리,34,0,A01,A0101,A01011200,125846,12,2.00E+13,http://tong.visitkorea.or.kr/cms/resource/46/2716446_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/46/2716446_image3_1.jpg,Type3,126.3166915,36.57073842,6,2.02E+13,14,,삼봉해수욕장,32162
강원특별자치도 철원군 갈말읍 신철원리,,32,0,A01,A0101,A01010800,125652,12,2.00E+13,,,,127.3276947,38.1401993,6,2.02E+13,12,,삼부연폭포 (한탄강 유네스코 세계지질공원),24042
경상북도 경주시 포석로 692-25 삼불사,,35,0,A02,A0201,A02010800,2762755,12,2.02E+13,,,,129.2107883,35.80203637,6,2.02E+13,2,,삼불사,38173
전북특별자치도 김제시 죽산면 서포4길 443,(죽산면),37,0,A02,A0201,A02010800,1599606,12,2.01E+13,,,,126.7892087,35.77204904,6,2.02E+13,3,,삼불암,54422
경상북도 영덕군 강구면 해상공원길 120-7,,35,0,A02,A0202,A02020700,126143,12,2.00E+13,http://tong.visitkorea.or.kr/cms/resource/28/2651028_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/28/2651028_image3_1.jpg,Type3,129.3858071,36.35099701,6,2.02E+13,12,,삼사해상공원 (삼사해상산책로),36460
인천광역시 부평구 영성동로18번길 48,(삼산동),2,0,A01,A0101,A01010500,2768180,12,2.02E+13,,,,126.7493794,37.51766695,6,2.02E+13,6,,삼산건강공원,21320
인천광역시 강화군 삼산면 삼산서로310번길 21,,2,0,A01,A0101,A01011800,750936,12,2.01E+13,http://tong.visitkorea.or.kr/cms/resource/42/739142_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/42/739142_image3_1.jpg,Type3,126.2868942,37.70619241,6,2.02E+13,1,,삼산저수지,23005
충청남도 당진시 고대면 삼선산수목원길 79,,34,0,A01,A0101,A01010700,2736675,12,2.02E+13,http://tong.visitkorea.or.kr/cms/resource/85/2736885_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/85/2736885_image2_1.jpg,Type3,126.5879774,36.90989287,6,2.02E+13,4,,삼선산수목원,31793
경상북도 울릉군 북면 천부리,,35,0,A01,A0101,A01011100,2616131,12,2.02E+13,http://tong.visitkorea.or.kr/cms/resource/77/2745577_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/77/2745577_image2_1.jpg,Type3,130.9085715,37.54941873,6,2.02E+13,17,,"삼선암 (울릉도, 독도 국가지질공원)",40213
경기도 수원시 영통구 삼성로 129,(매탄동),31,0,A02,A0204,A02040800,2462893,12,2.02E+13,,,,127.053184,37.25791916,6,2.02E+13,13,,삼성 이노베이션 뮤지엄,16677
경상남도 하동군 청암면 삼성궁길 86-15,,36,0,A02,A0201,A02010900,126631,12,2.00E+13,,,,127.7012028,35.24026393,6,2.02E+13,18,,삼성궁,52309
경기 안양시 만안구 석수동,,31,0,A01,A0101,A01010400,127582,12,2.00E+13,http://tong.visitkorea.or.kr/cms/resource/75/755275_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/75/755275_image3_1.jpg,Type3,126.9385978,37.43684637,6,2.02E+13,17,,삼성산,"430-040,1"
전북특별자치도 정읍시 신정동,산 172,37,0,A01,A0101,A01010400,1627321,12,2.02E+11,,,,126.8460275,35.49247899,6,2.02E+13,13,,삼성산,56212
경기도 안양시 만안구 예술공원로131번길 49,(석수동) 부근,31,0,A01,A0101,A01010600,1624669,12,2.01E+13,http://tong.visitkorea.or.kr/cms/resource/03/3069903_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/03/3069903_image3_1.JPG,Type3,126.9230163,37.42062298,6,2.02E+13,17,031-389-2474,삼성산산림욕장,13912
서울특별시 관악구 호암로 454-16,,1,0,A02,A0201,A02010900,756600,12,2.01E+13,http://tong.visitkorea.or.kr/cms/resource/12/2526612_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/12/2526612_image2_1.jpg,Type3,126.9291258,37.45698553,6,2.02E+13,5,,삼성산성지,8822
경기도 용인시 처인구 포곡읍 에버랜드로376번길 171,,31,0,A02,A0204,A02040800,2463772,12,2.02E+13,http://tong.visitkorea.or.kr/cms/resource/10/1590010_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/10/1590010_image3_1.jpg,Type3,127.2169347,37.30036163,6,2.02E+13,23,,삼성화재 모빌리티뮤지엄,17022
전북특별자치도 익산시 용안면 현내로 468,,37,0,A02,A0201,A02010700,1584645,12,2.01E+13,,,,126.9602455,36.12000118,6,2.02E+13,9,,삼세오충렬사,54507
강원특별자치도 원주시 신림면 송계로 17,,32,0,A02,A0203,A02030100,2632700,12,2.02E+13,http://tong.visitkorea.or.kr/cms/resource/94/2632694_image2_1.bmp,http://tong.visitkorea.or.kr/cms/resource/94/2632694_image2_1.bmp,Type3,128.1926226,37.26342272,6,2.02E+13,9,,삼송마을,26507
강원특별자치도 태백시 된각길 81,(적각동),32,0,A01,A0101,A01010400,127668,12,2.00E+13,http://tong.visitkorea.or.kr/cms/resource/49/2719849_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/49/2719849_image2_1.jpg,Type3,128.9869388,37.22061499,6,2.02E+13,14,,삼수령,26002
전라남도 보성군 웅치면 유봉길 55,,38,0,A02,A0203,A02030100,128461,12,2.01E+13,http://tong.visitkorea.or.kr/cms/resource/31/1970931_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/31/1970931_image3_1.jpg,Type3,127.0520734,34.70635728,6,2.02E+13,10,,삼수마을,59449
인천광역시 옹진군 자월면 이작리 산209,,2,0,A01,A0101,A01011000,2782249,12,2.02E+13,http://tong.visitkorea.or.kr/cms/resource/42/2786842_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/42/2786842_image2_1.jpg,Type3,126.2592418,37.17530369,6,2.02E+13,9,,삼신할미약수터,23128
강원특별자치도 춘천시 서면 경춘로 1401-25,,32,0,A01,A0101,A01010400,125604,12,2.00E+13,http://tong.visitkorea.or.kr/cms/resource/87/2742887_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/87/2742887_image3_1.jpg,Type3,127.6593321,37.82576987,6,2.02E+13,13,,삼악산(춘천),24462
광주광역시 동구 증심사길 177,(운림동),5,0,A01,A0101,A01010400,2605342,12,2.02E+13,http://tong.visitkorea.or.kr/cms/resource/46/2351746_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/46/2351746_image3_1.jpg,Type3,126.9697618,35.12875836,6,2.02E+13,3,,삼애다원,61493
제주특별자치도 제주시 삼양이동,,39,0,A01,A0101,A01011200,129401,12,2.01E+13,,,,126.5852561,33.52552848,6,2.02E+13,4,,삼양해수욕장,63314
제주특별자치도 제주시 삼양삼동 2582-1,,39,0,A01,A0101,A01010500,2765248,12,2.02E+13,,,,126.5788233,33.52533951,6,2.02E+13,4,,삼양해안도로,63320
경남 통영시 욕지면 서산리 산8-218,,36,0,A02,A0205,A02050600,2782790,12,2.02E+13,http://tong.visitkorea.or.kr/cms/resource/23/2787923_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/23/2787923_image2_1.jpg,Type3,128.2519234,34.62180686,6,2.02E+13,17,,삼여전망대(욕지도),53100
경상남도 거창군 남하면 영서로 485,(남하면),36,0,A02,A0201,A02010700,1578384,12,2.01E+13,,,,127.9651635,35.63549342,6,2.02E+13,2,,삼우당,50123
전라남도 보성군 미력면 도개2길 21,(미력면),38,0,A02,A0201,A02010700,1624464,12,2.01E+13,,,,127.0867401,34.80558006,6,2.02E+13,10,,삼우당충선공강성군부민후 문익점 부조묘,59443
