addr1,addr2,areacode,booktour,cat1,cat2,cat3,contentid,contenttypeid,createdtime,firstimage,firstimage2,cpyrhtDivCd,mapx,mapy,mlevel,modifiedtime,sigungucode,tel,title,zipcode
부산광역시 강서구 대항동,162-1,6,,A02,A0205,A02050600,3015365,12,2.02309E+13,http://tong.visitkorea.or.kr/cms/resource/22/3015322_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/22/3015322_image3_1.JPG,Type3,128.8310519,35.00178313,6,2.02309E+13,1,,가덕도외양포전망대,46771
경기 가평군 북면,,31,0,A01,A0101,A01010400,125462,12,2.00303E+13,http://tong.visitkorea.or.kr/cms/resource/23/1900123_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/23/1900123_image3_1.jpg,Type3,127.5683098,37.92023219,6,2.02311E+13,1,,가덕산,"477-840,1"
경상남도 거제시 남부면 다대리,(남부면),36,0,A01,A0101,A01010400,127257,12,2.0031E+13,,,,128.6303347,34.74105029,6,2.0231E+13,1,,가라산,53322
경상북도 영천시 화산면 가래실로 364,,35,0,A02,A0201,A02010600,2753576,12,2.0211E+13,,,,128.8892739,36.03280701,6,2.0231E+13,15,,가래실 문화마을,38808
전북특별자치도 부안군 변산면 새만금로 447-27,,37,0,A01,A0101,A01011400,2743285,12,2.02401E+11,,,,126.5314023,35.7269248,6,2.02401E+13,6,,가력도항,56343
강원특별자치도 홍천군 내촌면 와야리,,32,0,A01,A0101,A01010800,125658,12,2.00308E+13,http://tong.visitkorea.or.kr/cms/resource/55/1842055_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/55/1842055_image3_1.jpg,Type3,128.1601919,37.83289511,7,2.02311E+13,16,,가령폭포,"250-863,3"
경기도 양평군 지평면 부일길 101,(지평면),31,0,A02,A0203,A02030100,1553085,12,2.01202E+13,http://tong.visitkorea.or.kr/cms/resource/63/2480263_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/63/2480263_image2_1.jpg,Type3,127.6140193,37.45173466,6,2.02302E+13,19,,가루매마을,12544
경기도 포천시 이동면 장암리,,31,0,A01,A0101,A01010400,125463,12,2.00307E+13,http://tong.visitkorea.or.kr/cms/resource/29/1900129_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/29/1900129_image3_1.jpg,Type3,127.4028046,38.04330089,6,2.02311E+13,29,,가리산(포천),11111
강원특별자치도 홍천군 두촌면 가리산길 260-9,(두촌면),32,0,A01,A0101,A01010400,125593,12,2.00303E+13,http://tong.visitkorea.or.kr/cms/resource/86/609386_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/86/609386_image3_1.jpg,Type3,127.9566453,37.87165899,6,2.02311E+13,16,,가리산(홍천),25164
강원특별자치도 홍천군 두촌면 가리산길 426,(두촌면),32,0,A01,A0101,A01010600,126905,12,2.00306E+13,http://tong.visitkorea.or.kr/cms/resource/94/609394_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/94/609394_image3_1.jpg,Type3,127.9795073,37.86561567,6,2.02311E+13,16,,가리산자연휴양림,25164
강원특별자치도 정선군 정선읍 가리왕산로 707,"(가리왕산자연휴양림), 평창 진부면",32,0,A01,A0101,A01010400,127508,12,2.00312E+13,http://tong.visitkorea.or.kr/cms/resource/68/2987668_image2_1.png,http://tong.visitkorea.or.kr/cms/resource/68/2987668_image3_1.png,Type1,128.5634778,37.4618263,6,2.02312E+13,11,,가리왕산,26119
강원특별자치도 정선군 북평면 중봉길 41-35,,32,,A02,A0203,A02030400,3068424,12,2.02312E+13,,,,128.6097538,37.47425353,6,2.02401E+13,11,033-560-3467,가리왕산케이블카,26100
전라남도 담양군 용면 용소길 261,,38,0,A01,A0101,A01010900,127423,12,2.00309E+13,http://tong.visitkorea.or.kr/cms/resource/35/3027135_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/35/3027135_image3_1.jpg,Type3,127.0227047,35.44518737,7,2.0231E+13,7,,가마골계곡,57300
전라남도 영광군 홍농읍 가마미로 355,,38,0,A01,A0101,A01011200,126289,12,2.00307E+13,http://tong.visitkorea.or.kr/cms/resource/63/3018763_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/63/3018763_image3_1.jpg,Type3,126.409077,35.39972939,6,2.0231E+13,16,,가마미해수욕장,57000
전북특별자치도 부안군 상서면 청림리,,37,0,A01,A0101,A01010900,1625067,12,2.01205E+13,,,,126.597968,35.64124956,6,2.02401E+13,6,,가마소계곡,56343
제주특별자치도 제주시 한경면 청수서5길 63,,39,0,A01,A0101,A01010400,1884191,12,2.01401E+13,,,,126.250704,33.3059197,6,2.02312E+13,4,,가마오름,63006
경기도 의왕시 양지편로 41-2,(청계동),31,0,A02,A0202,A02020700,2745573,12,2.02109E+13,,,,126.9956966,37.39169152,6,2.02312E+13,24,,가막들공원,16007
제주특별자치도 제주시 한경면 청수로 13-3,,39,0,A01,A0101,A01010400,1884202,12,2.01401E+13,http://tong.visitkorea.or.kr/cms/resource/01/1884201_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/01/1884201_image2_1.jpg,Type3,126.2460707,33.32092353,6,2.02311E+13,4,064-728-2742,가메창(암메),63006
경상남도 진주시 명석면 관덕길 174,(명석면),36,0,A02,A0203,A02030100,128498,12,2.00505E+13,http://tong.visitkorea.or.kr/cms/resource/48/2629048_image2_1.bmp,http://tong.visitkorea.or.kr/cms/resource/48/2629048_image2_1.bmp,Type3,128.0324121,35.25865659,6,2.02303E+13,13,,가뫼골마을,52641
제주특별자치도 서귀포시 표선면 남조로 1487-73,,39,0,A01,A0101,A01010400,1884505,12,2.01401E+13,,,,126.6758205,33.40190471,6,2.02312E+13,3,,가문이오름(감은이오름),63622
경상남도 거제시 동부면 가배리,,36,0,A02,A0201,A02010200,127268,12,2.00401E+13,,,,128.5722053,34.78175859,6,2.0231E+13,1,,가배량성,53330
전라남도 진도군 조도면 가사도길 106,,38,0,A01,A0101,A01011300,578400,12,2.00806E+13,,,,126.0510003,34.47893028,6,2.02312E+13,21,,가사도,58953
전라남도 진도군 조도면 가사도돌목길,,38,0,A01,A0101,A01011600,129141,12,2.00607E+13,,,,126.0429126,34.4611877,6,2.02312E+13,21,,가사도 등대,58953
전라남도 완도군 약산면 해동리,,38,0,A01,A0101,A01011200,2615324,12,2.01908E+13,,,,126.9277953,34.36983735,6,2.02312E+13,18,,가사동백숲해변,59136
전라남도 완도군 약산면,,38,0,A01,A0101,A01011200,1916695,12,2.01404E+13,,,,126.9281702,34.37048728,6,2.02307E+13,18,,가사해수욕장,59136
충청북도 옥천군 안내면 안내회남로 671,,33,0,A02,A0201,A02010800,294369,12,2.00711E+13,,,,127.5973921,36.40158856,6,2.02312E+13,5,,가산사,29005
경상북도 칠곡군 가산면 가산로 891,,35,0,A02,A0203,A02030100,2629074,12,2.0191E+13,http://tong.visitkorea.or.kr/cms/resource/63/2629063_image2_1.bmp,http://tong.visitkorea.or.kr/cms/resource/63/2629063_image2_1.bmp,Type3,128.597813,36.05010795,6,2.02303E+13,22,,가산산성마을,39853
전라남도 장성군 삼서면 영장로 2015,,38,0,A02,A0201,A02010700,1957336,12,2.0141E+13,,,,126.6931004,35.23132266,6,2.02312E+13,19,,가산서원,57256
경상남도 양산시 동면 가산리 799,,36,0,A02,A0202,A02020700,2784347,12,2.02112E+13,http://tong.visitkorea.or.kr/cms/resource/72/2784372_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/72/2784372_image2_1.JPG,Type3,129.0178749,35.29506481,6,2.02302E+13,10,,가산수변공원,
경상북도 칠곡군 가산면 학하들안2길 105,,35,0,A01,A0101,A01010700,2633896,12,2.01911E+13,http://tong.visitkorea.or.kr/cms/resource/29/2638129_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/29/2638129_image2_1.JPG,Type3,128.4850692,36.08615455,6,2.02303E+13,22,,가산수피아,39849
제주특별자치도 제주시 오라삼동,2848,39,0,A01,A0101,A01010400,1884521,12,2.01401E+13,,,,126.5038612,33.48937008,6,2.02312E+13,4,064-740-6001,가새기오름,63148
경상남도 거창군 북상면 송계로 731-42,(북상면),36,0,A02,A0201,A02010700,1578561,12,2.01203E+13,,,,127.816034,35.77887729,6,2.02312E+13,2,,가선정,50102
충청북도 음성군 음성읍 가섭길 494,,33,0,A02,A0201,A02010800,294390,12,2.00711E+13,http://tong.visitkorea.or.kr/cms/resource/92/1075092_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/92/1075092_image3_1.jpg,Type3,127.7030557,36.96663397,6,2.02312E+13,6,,가섭사,27688
경상남도 거창군 위천면 상천리,산6-2번지,36,0,A02,A0201,A02010700,1579499,12,2.01203E+13,http://tong.visitkorea.or.kr/cms/resource/66/1611166_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/66/1611166_image3_1.jpg,Type3,127.7941371,35.73454859,6,2.02401E+13,2,,가섭암지 마애여래삼존입상,50103
제주특별자치도 서귀포시 표선면 녹산로 554,,39,0,A01,A0101,A01010400,1885746,12,2.01401E+13,,,,126.7231832,33.39317588,6,2.02311E+13,3,,가세오름,63622
제주특별자치도 서귀포시 표선면 녹산로 464-78,,39,,A02,A0204,A02040400,3026711,12,2.02309E+13,http://tong.visitkorea.or.kr/cms/resource/95/3026695_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/95/3026695_image3_1.jpg,Type3,126.73411,33.39393708,6,2.0231E+13,3,,가시리국산화풍력발전단지,63622
제주특별자치도 서귀포시 대정읍 하모이삼로21번길 1,,39,0,A01,A0101,A01010400,1885754,12,2.01401E+13,,,,126.250017,33.22363156,6,2.02312E+13,3,,가시오름,63507
경기도 용인시 처인구 포곡읍 가실리,212-1,31,,A02,A0203,A02030600,3023389,12,2.0231E+13,,,,127.1923454,37.29331478,6,2.0231E+13,23,,가실벚꽃길,17021
경상북도 칠곡군 왜관읍 가실1길 1,,35,0,A02,A0201,A02010900,2513971,12,2.01711E+13,http://tong.visitkorea.or.kr/cms/resource/86/2687486_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/86/2687486_image3_1.jpg,Type3,128.4049221,35.93681725,6,2.02306E+13,22,,가실성당,39912
부산광역시 부산진구 엄광로 118,(가야동),6,0,A01,A0101,A01010500,2788410,12,2.02112E+13,,,,129.0276892,35.14834533,6,2.02309E+13,7,,가야공원 / 가야산책공원,47389
경상남도 김해시 인제로 368,(삼방동),36,0,A02,A0202,A02020600,2714140,12,2.02104E+13,,,,128.902461,35.25821126,6,2.02308E+13,4,,가야랜드,50811
경상북도 성주군 수륜면 성주가야산로 278,,35,,A02,A0205,A02050600,3030551,12,2.02311E+13,,,,128.1448182,35.80266105,6,2.02311E+13,10,,가야산 돌할매 신비의돌,40063
경상남도 합천군 가야면 가야산로 1783,,36,0,A03,A0302,A03022700,2414679,12,2.01609E+13,http://tong.visitkorea.or.kr/cms/resource/49/1963749_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/49/1963749_image3_1.jpg,Type3,128.0909094,35.79111416,6,2.02311E+13,21,,가야산 소리길,50200
경상북도 성주군 수륜면 가야산식물원길 49,,35,0,A01,A0101,A01010700,129212,12,2.00608E+13,http://tong.visitkorea.or.kr/cms/resource/99/2724199_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/99/2724199_image3_1.jpg,Type3,128.1418573,35.80312761,6,2.02308E+13,10,,가야산 야생화식물원,40063
충청남도 서산시 해미면 산수리,,34,0,A01,A0101,A01010400,125822,12,2.00309E+13,http://tong.visitkorea.or.kr/cms/resource/00/1961100_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/00/1961100_image3_1.jpg,Type3,126.609106,36.70398643,6,2.02312E+13,7,,가야산(서산),31961
경북 성주군 수륜면 백운리,일원,35,1,A01,A0101,A01010100,126023,12,2.00402E+13,,,,128.1418102,35.80017794,6,2.02309E+13,10,,가야산국립공원(백운동 지구),"719-892,1"
경상남도 합천군 가야산로 1200 가야산국립공원관리사무소,,36,1,A01,A0101,A01010100,126022,12,2.00402E+13,,,,128.1322258,35.7675648,6,2.02309E+13,21,,"가야산국립공원(홍류동,청량동지구)",50201
경상북도 성주군 수륜면 가야산식물원길 21,,35,0,A02,A0202,A02020700,2733515,12,2.02108E+13,http://tong.visitkorea.or.kr/cms/resource/16/2733516_image2_1.png,http://tong.visitkorea.or.kr/cms/resource/16/2733516_image2_1.png,Type3,128.1410602,35.80106394,6,2.02308E+13,10,,가야산역사신화테마관,40063
경상북도 성주군 가천면 동신로 28,,35,0,A02,A0203,A02030100,128481,12,2.00505E+13,,,,128.102926,35.856232,6,2.02312E+13,10,,가야산칠불봉 야생화마을,40062
경상남도 김해시 봉황동,,36,0,A02,A0203,A02030600,250121,12,2.00607E+13,,,,128.8725475,35.23554659,6,2.02312E+13,4,,가야의 거리,50918
전라남도 순천시 해룡면 농주리,230-10,38,,A01,A0101,A01010700,3013529,12,2.02309E+13,,,,127.5222505,34.86190894,6,2.02311E+13,11,,가야정원,58025
경상남도 양산시 원동면 용당들길 43-62,,36,0,A02,A0201,A02010700,1236556,12,2.01103E+13,,,,128.9023719,35.36753787,6,2.02309E+13,10,,가야진사,50586
경상북도 예천군 개포면 가곡리,(개포면),35,0,A02,A0202,A02020700,128132,12,2.00405E+13,,,,128.350819,36.61187271,6,2.02311E+13,16,,가오실공원,36844
경상남도 통영시 도산면 도산일주로 542-55,,36,0,A01,A0101,A01011400,2785625,12,2.02112E+13,,,,128.312694,34.90878142,6,2.02309E+13,17,,가오치선착장,53004
전북특별자치도 남원시 운봉읍 비전길 7,,37,0,A02,A0201,A02010500,2788127,12,2.02401E+11,http://tong.visitkorea.or.kr/cms/resource/52/2791552_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/52/2791552_image2_1.jpg,Type3,127.5626899,35.45757586,6,2.02401E+13,4,,가왕 송흥록 박초월 생가(송홍록생가),55717
전라남도 강진군 도암면 월곶로 473,(도암면),38,0,A01,A0101,A01011300,2024432,12,2.01508E+13,,,,126.7726523,34.52837259,6,2.02309E+13,1,,가우도,59251
전라남도 강진군 가우도길 2-87,,38,,A02,A0203,A02030400,3006493,12,2.02308E+13,http://tong.visitkorea.or.kr/cms/resource/73/3006473_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/73/3006473_image3_1.jpg,Type3,126.7847455,34.53397494,6,2.02309E+13,1,,가우도 모노레일,59251
전라남도 강진군 도암면 신기리,,38,0,A02,A0205,A02050100,2514003,12,2.01711E+13,http://tong.visitkorea.or.kr/cms/resource/74/2648674_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/74/2648674_image3_1.jpg,Type3,126.7717357,34.52886696,6,2.02305E+13,1,,가우도 출렁다리,59251
강원특별자치도 동해시 지가동 77-6,,32,0,A01,A0101,A01010500,2714889,12,2.02104E+13,,,,129.1070564,37.4736521,6,2.02307E+13,3,,가원습지 생태자연공원,
경기도 파주시 적성면 달빛길 345,,31,0,A02,A0201,A02010700,2569494,12,2.01811E+13,http://tong.visitkorea.or.kr/cms/resource/67/2567367_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/67/2567367_image3_1.jpg,Type3,126.9042298,37.98419314,6,2.02303E+13,27,,가월리 · 주월리 구석기 유적,10802
충청남도 태안군 근흥면 가의도길,,34,0,A01,A0101,A01011300,125848,12,2.00306E+13,,,,126.0749441,36.67308364,6,2.02312E+13,14,,가의도,32133
전북특별자치도 순창군 복흥면 하리길 160,(복흥면),37,0,A02,A0201,A02010500,2357441,12,2.02401E+11,http://tong.visitkorea.or.kr/cms/resource/00/2357300_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/00/2357300_image2_1.jpg,Type3,126.9774224,35.45056932,6,2.02401E+13,7,,가인 김병로 생가터,56002
전북특별자치도 남원시 운봉읍 가장길 4,,37,0,A02,A0203,A02030100,2793231,12,2.02112E+13,http://tong.visitkorea.or.kr/cms/resource/92/2800792_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/92/2800792_image2_1.jpg,Type3,127.517934,35.41012211,6,2.02401E+13,4,,가장마을,55720
전라남도 곡성군 고달면 가정마을길 120,(고달면),38,0,A02,A0203,A02030100,128427,12,2.00504E+13,,,,127.3712767,35.2263181,6,2.02305E+13,3,,가정녹색농촌체험마을,57547
충청남도 태안군 이원면 포지리,,34,,A01,A0101,A01010400,3034222,12,2.02311E+13,http://tong.visitkorea.or.kr/cms/resource/09/3034209_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/09/3034209_image3_1.jpg,Type3,126.290525,36.86463463,6,2.02311E+13,14,,가제산,32103
경상남도 거창군 가조면 온천길 161,,36,0,A02,A0202,A02020300,127956,12,2.00401E+13,http://tong.visitkorea.or.kr/cms/resource/50/2042650_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/50/2042650_image3_1.jpg,Type3,128.0229318,35.69853454,6,2.02307E+13,2,,가조 백두산천지온천,50118
경상남도 거제시 사등면 가조로 1298,,36,0,A01,A0101,A01011300,2754985,12,2.0211E+13,http://tong.visitkorea.or.kr/cms/resource/13/2755213_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/13/2755213_image2_1.jpg,Type3,128.5206885,34.95770189,6,2.02301E+13,1,,가조도,53273
경상남도 거제시 사등면 가조로2길 62,,36,0,A01,A0101,A01011400,2754996,12,2.0211E+13,http://tong.visitkorea.or.kr/cms/resource/24/2755224_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/24/2755224_image2_1.jpg,Type3,128.5261915,34.92857469,6,2.0231E+13,1,,가조도선착장,53273
강원특별자치도 인제군 인제읍 하추로 187,,32,0,A02,A0203,A02030100,2664758,12,2.02007E+13,http://tong.visitkorea.or.kr/cms/resource/24/2633024_image2_1.bmp,http://tong.visitkorea.or.kr/cms/resource/24/2633024_image2_1.bmp,Type3,128.2814141,38.01988125,6,2.0231E+13,10,,가족올래 하추리마을,24642
경상남도 밀양시 산내면 얼음골로 177,,36,0,A01,A0101,A01010900,2699943,12,2.02012E+13,http://tong.visitkorea.or.kr/cms/resource/33/2699933_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/33/2699933_image2_1.JPG,Type3,128.9819618,35.58035429,6,2.02306E+13,7,,가지산 쇠점골계곡,50415
경상남도 밀양시 산내면,",경상북도 청도군 운문면, 울산광역시 울주군 상북면",36,0,A01,A0101,A01010200,126027,12,2.0031E+13,,,,128.9804564,35.58033482,6,2.0231E+13,7,,가지산도립공원(밀양),"627-830,1"
강원특별자치도 고성군 죽왕면 가진해변길 121-12,,32,0,A01,A0101,A01011400,2514820,12,2.01711E+13,,,,128.5133184,38.36822293,6,2.02307E+13,2,,가진항,24744
강원특별자치도 고성군 죽왕면 가진리 495-6,,32,0,A01,A0101,A01011200,126785,12,2.00307E+13,,,,128.4546325,38.44285752,6,2.02309E+13,2,,가진해변,
대구광역시 달성군 가창면 가창로 1099,(가창면),4,0,A02,A0203,A02030600,2034446,12,2.0151E+13,http://tong.visitkorea.or.kr/cms/resource/70/1876170_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/70/1876170_image3_1.jpg,Type3,128.6222233,35.8027142,6,2.0231E+13,3,,가창 찐빵 골목,42933
경남 남해군 남면 홍현리 남면로 679번길 21,,36,0,B02,B0201,B02011000,127778,12,2.00401E+13,http://tong.visitkorea.or.kr/cms/resource/96/2703896_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/96/2703896_image2_1.jpg,Type3,127.8943963,34.7279804,6,2.02306E+13,5,,가천 다랭이마을,"668-861,21"
경남 하동군 화개면 탑리,,36,0,A02,A0203,A02030100,2785941,12,2.02112E+13,http://tong.visitkorea.or.kr/cms/resource/42/2788042_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/42/2788042_image2_1.jpg,Type3,127.6380179,35.19514014,6,2.02312E+13,18,,가탄마을,52303
전라남도 목포시 산정동,Jan-90,38,,A02,A0201,A02010900,3006131,12,2.02308E+13,,,,126.3857937,34.79963019,6,2.02308E+13,8,,가톨릭 목포 성지,58712
제주특별자치도 서귀포시 대정읍 가파로,,39,0,A01,A0101,A01011300,126446,12,2.00309E+13,,,,126.2735884,33.16643269,6,2.02303E+13,3,,가파도,63514
충청남도 청양군 대치면 가파로 506-6,,34,0,A02,A0203,A02030100,128418,12,2.00709E+13,http://tong.visitkorea.or.kr/cms/resource/20/2629520_image2_1.bmp,http://tong.visitkorea.or.kr/cms/resource/20/2629520_image2_1.bmp,Type3,126.8796427,36.49763153,6,2.02308E+13,13,,가파마을,33341
경기도 가평군 가평읍 용추로 238,,31,0,A02,A0203,A02030100,630461,12,2.0081E+13,http://tong.visitkorea.or.kr/cms/resource/10/2795310_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/10/2795310_image2_1.jpg,Type3,127.4877443,37.84756972,6,2.02308E+13,1,,가평 아홉마지기마을,12408
경기도 가평군 북면 백둔로 417-11,,31,0,A02,A0203,A02030100,129285,12,2.0061E+13,http://tong.visitkorea.or.kr/cms/resource/76/532876_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/76/532876_image3_1.jpg,Type3,127.4623783,37.90144075,6,2.0231E+13,1,,가평 연인산마을,12406
경기도 가평군 상면,,31,0,A01,A0102,A01020100,1200950,12,2.01102E+13,,,,127.3487112,37.79906725,6,2.02401E+13,1,,가평 연하리향나무,12444
경기도 가평군 상면 축령로 70,,31,0,A02,A0203,A02030100,129407,12,2.00612E+13,http://tong.visitkorea.or.kr/cms/resource/35/2364435_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/35/2364435_image3_1.jpg,Type3,127.3645382,37.77415933,6,2.02303E+13,1,,가평 영양잣마을,12448
경기도 가평군 가평읍 호반로 2540,,31,0,A02,A0205,A02050200,1104176,12,2.0101E+13,http://tong.visitkorea.or.kr/cms/resource/84/2480684_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/84/2480684_image2_1.jpg,Type3,127.5157483,37.81263541,6,2.02308E+13,1,,가평 현충탑,12422
경기도 가평군 가평읍 경춘로 2045-65,,31,0,A02,A0204,A02040800,1200751,12,2.01102E+13,,,,127.4980943,37.81585693,6,2.0231E+13,1,,가평군목공예영농조합,12424
경기도 가평군 가평읍 중앙로 10,,31,,A02,A0203,A02030400,3077222,12,2.0231E+13,,,,127.5132759,37.82643931,6,2.02401E+13,1,,가평군어린이음악놀이터,12420
경기도 가평군 설악면 방일리,,31,0,A02,A0201,A02010700,1201082,12,2.01102E+13,,,,127.491545,37.61968239,6,2.0231E+13,1,,가평별묘,12472
경기도 가평군 가평읍 문화로 131,,31,0,A02,A0205,A02050200,1283850,12,2.01105E+13,,,,127.505771,37.8265225,6,2.0231E+13,1,,가평학도의용대참전비,12416
경기도 가평군 가평읍 향교로 23-1,,31,0,A02,A0201,A02010700,921096,12,2.01001E+13,http://tong.visitkorea.or.kr/cms/resource/19/1090919_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/19/1090919_image3_1.jpg,Type3,127.5074902,37.82994713,6,2.0231E+13,1,,가평향교,12417
경상남도 창원시 마산합포구 가포본동7길 11-13,(가포동),36,0,A02,A0202,A02020700,2783808,12,2.02111E+13,http://tong.visitkorea.or.kr/cms/resource/30/2799930_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/30/2799930_image2_1.JPG,Type3,128.5842832,35.15528922,6,2.02306E+13,16,,가포수변공원,51755
경상남도 창원시 마산합포구 드림베이대로 361,,36,,A02,A0202,A02020700,2864214,12,2.0221E+13,http://tong.visitkorea.or.kr/cms/resource/85/2864185_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/85/2864185_image3_1.JPG,Type3,128.5901743,35.15755019,6,2.02302E+13,16,,가포해안변공원,51755
경기도 광명시 가학동,,31,0,A02,A0201,A02010700,736597,12,2.00905E+13,http://tong.visitkorea.or.kr/cms/resource/67/734367_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/67/734367_image3_1.jpg,Type3,126.8568365,37.40854264,6,2.02401E+13,4,,가학동지석묘,14339
전남 완도군 소안면 미라리,,38,0,A01,A0101,A01010400,799819,12,2.00909E+13,http://tong.visitkorea.or.kr/cms/resource/75/786375_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/75/786375_image3_1.jpg,Type3,126.6593101,34.15221835,6,2.02311E+13,18,,가학산,"537-831,1"
