addr1,addr2,areacode,booktour,cat1,cat2,cat3,contentid,contenttypeid,createdtime,firstimage,firstimage2,cpyrhtDivCd,mapx,mapy,mlevel,modifiedtime,sigungucode,tel,title,zipcode
경기도 광주시 초월읍 대쌍령리,326-4,31,0,A02,A0201,A02010700,1625097,12,2.01205E+13,,,,127.2858148,37.38770831,6,2.02311E+13,5,,정충묘,12735
전라남도 진도군 임회면 진도대로 4212,,38,0,A02,A0201,A02010700,1624375,12,2.01205E+13,http://tong.visitkorea.or.kr/cms/resource/50/3061050_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/50/3061050_image3_1.jpg,Type3,126.1998092,34.36940329,6,2.02312E+13,21,,정충사 (배중손 사당),58943
경상남도 산청군 신등면 둔철산로 675-87,,36,0,A02,A0201,A02010800,250398,12,2.0071E+13,http://tong.visitkorea.or.kr/cms/resource/06/3033006_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/06/3033006_image3_1.JPG,Type3,127.9746971,35.38911309,6,2.02311E+13,9,,정취암,52253
경상남도 산청군 신등면,,36,0,A01,A0101,A01010500,2652460,12,2.02004E+13,http://tong.visitkorea.or.kr/cms/resource/65/3033065_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/65/3033065_image3_1.JPG,Type3,127.9749023,35.39882588,6,2.02311E+13,9,,정취암 가는길,52253
경기도 성남시 수정구 옛골로42번길 3,(상적동),31,0,A02,A0201,A02010800,2551122,12,2.01806E+13,http://tong.visitkorea.or.kr/cms/resource/51/2667351_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/51/2667351_image3_1.jpg,Type3,127.067928,37.42579719,6,2.02305E+13,12,,정토사(성남),13451
울산광역시 남구 문수로217번길 15,(옥동),7,0,A02,A0201,A02010800,2783743,12,2.02111E+13,http://tong.visitkorea.or.kr/cms/resource/14/2797814_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/14/2797814_image2_1.JPG,Type3,129.277651,35.53957274,6,2.02312E+13,2,,정토사(울산),44642
전북특별자치도 정읍시 정우면 정신로 832-20,(정우면),37,0,A02,A0201,A02010800,479904,12,2.00802E+13,http://tong.visitkorea.or.kr/cms/resource/18/1605718_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/18/1605718_image3_1.jpg,Type3,126.8886667,35.65848865,6,2.02401E+13,13,,정토사(정읍),56140
경상남도 하동군 옥종면 고성산동학로 862,,36,0,A02,A0203,A02030100,2632992,12,2.01911E+13,http://tong.visitkorea.or.kr/cms/resource/87/2632987_image2_1.bmp,http://tong.visitkorea.or.kr/cms/resource/87/2632987_image2_1.bmp,Type3,127.918366,35.1741863,,2.02307E+13,18,,정티움마을,52314
경기도 고양시 일산동구 일산로 134,(백석동),31,0,A02,A0201,A02010800,2735308,12,2.02108E+13,http://tong.visitkorea.or.kr/cms/resource/69/2735369_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/69/2735369_image2_1.jpg,Type3,126.7937605,37.64896635,6,2.02301E+13,2,,정혜사,10444
전라남도 순천시 서면 정혜사길 32,(서면),38,0,A02,A0201,A02010800,479906,12,2.00802E+13,http://tong.visitkorea.or.kr/cms/resource/64/3016564_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/64/3016564_image3_1.jpg,Type3,127.5143127,35.06201964,6,2.02309E+13,11,,정혜사(순천),57904
전북특별자치도 전주시 완산구 외칠봉1길 36,(효자동1가),37,0,A02,A0201,A02010800,479910,12,2.02401E+11,http://tong.visitkorea.or.kr/cms/resource/46/3066246_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/46/3066246_image3_1.jpg,Type3,127.1391517,35.80430139,6,2.02401E+13,12,,정혜사(전주),55103
충청남도 청양군 장평면 상지길 165-10,(장평면),34,0,A02,A0201,A02010800,127313,12,2.00709E+13,http://tong.visitkorea.or.kr/cms/resource/42/3027542_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/42/3027542_image3_1.jpg,Type3,126.8558761,36.36935972,6,2.0231E+13,13,,정혜사(청양),33361
충청북도 증평군 도안면 금당1길 22-13,,33,0,A02,A0201,A02010700,1955999,12,2.0141E+13,,,,127.623248,36.80517331,6,2.02401E+13,12,,정후사(금당서원),27906
부산 기장군 기장읍 연화리 297-5,,6,0,A01,A0101,A01011600,2775577,12,2.02111E+13,,,,129.2230815,35.21382772,6,2.02301E+13,3,,젖병등대,46082
전라남도 보성군 회천면 일림산길 317-94,,38,0,A02,A0204,A02040800,2613169,12,2.01907E+13,,,,127.0555931,34.68539858,6,2.02309E+13,10,,제2대한다원,59473
강원특별자치도 철원군 동송읍 양지리,457-7 DMZ두루미평화타운평화(안보)관광접수처,32,0,A02,A0201,A02011000,264481,12,2.00403E+13,,,,127.2827174,38.26605598,6,2.02311E+13,12,,제2땅굴(철원),24009
경기도 파주시 군내면 제3땅굴로 210-358,,31,1,A02,A0201,A02011000,127000,12,2.00311E+13,http://tong.visitkorea.or.kr/cms/resource/15/2706515_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/15/2706515_image2_1.jpg,Type3,126.699195,37.91655291,6,2.02401E+13,27,,제3땅굴,10800
강원특별자치도 양구군 해안면 이현리,,32,0,A02,A0201,A02011000,125808,12,2.00307E+13,,,,128.1092455,38.32230383,6,2.02309E+13,6,,제4땅굴,24561
광주광역시 북구 청풍동,,5,,A01,A0101,A01011800,3029527,12,2.02311E+13,http://tong.visitkorea.or.kr/cms/resource/01/3029501_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/01/3029501_image3_1.jpg,Type3,126.9604367,35.16487357,6,2.02311E+13,4,,제4수원지,61144
제주특별자치도 제주시 조천읍 교래7길 218,,39,,A02,A0203,A02030600,3056151,12,2.02312E+13,http://tong.visitkorea.or.kr/cms/resource/70/3056070_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/70/3056070_image3_1.jpg,Type3,126.6969266,33.41953366,6,2.02312E+13,4,,제동목장 입구,63346
대구광역시 군위군 효령면 장군당1길 35,,4,0,A02,A0201,A02010700,1959167,12,2.0141E+13,,,,128.5725326,36.1232964,6,2.02311E+13,9,,제동서원,39033
인천광역시 중구 자유공원로 58-9,(전동),2,0,A02,A0201,A02010700,945780,12,2.01002E+13,http://tong.visitkorea.or.kr/cms/resource/11/2363111_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/11/2363111_image3_1.jpg,Type3,126.6238531,37.47638897,6,2.02305E+13,10,,제물포고등학교 강당,22310
인천광역시 중구 자유공원남로 25,(송학동1가),2,0,A02,A0201,A02010700,945052,12,2.01002E+13,,,,126.6225144,37.47461415,6,2.02312E+13,10,,제물포구락부,22315
경상북도 영주시 가흥동,,35,,A02,A0201,A02010700,2998490,12,2.02308E+13,http://tong.visitkorea.or.kr/cms/resource/46/2998346_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/46/2998346_image3_1.JPG,Type3,128.6161421,36.82061491,6,2.02308E+13,14,,제민루,36139
충청남도 공주시 무령로 201,(교동),34,0,A01,A0101,A01011800,2750146,12,2.02109E+13,,,,127.1223609,36.4567377,6,2.02312E+13,1,,제민천,32542
광주광역시 남구 압촌동 94-5,,5,0,A02,A0203,A02030400,2790507,12,2.02112E+13,http://tong.visitkorea.or.kr/cms/resource/33/2792333_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/33/2792333_image2_1.jpg,Type3,126.8377688,35.09325736,6,2.0231E+13,2,,제봉산 마법의 숲 체험원,
경기도 화성시 서신면 해안길 421-12,,31,1,A01,A0101,A01011300,125503,12,2.00311E+13,http://tong.visitkorea.or.kr/cms/resource/29/2482729_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/29/2482729_image2_1.jpg,Type3,126.6244838,37.16865802,6,2.02306E+13,31,,제부도,18553
경기도 화성시 서신면 제부리,,31,,A01,A0101,A01010500,3013872,12,2.02309E+13,http://tong.visitkorea.or.kr/cms/resource/59/3003959_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/59/3003959_image3_1.jpg,Type3,126.6193678,37.1600256,6,2.02309E+13,31,,제부도 매바위,18553
경기도 화성시 서신면 제부리,,31,0,A02,A0203,A02030600,611549,12,2.00808E+13,http://tong.visitkorea.or.kr/cms/resource/75/2480575_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/75/2480575_image2_1.jpg,Type3,0,0,,2.02305E+13,31,,제부도 모세거리,18553
경기도 화성시 서신면 해안길 322,,31,0,A02,A0202,A02020600,2732173,12,2.02108E+13,http://tong.visitkorea.or.kr/cms/resource/65/2775465_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/65/2775465_image2_1.jpg,Type3,126.6177649,37.17014107,6,2.02311E+13,31,,제부도 아트파크,18553
경기도 화성시 서신면 제부리,,31,0,A01,A0101,A01010500,129008,12,2.00606E+13,,,,126.6184341,37.17536825,6,2.02311E+13,31,,제부도 해안산책로(제비꼬리길),18553
경기도 화성시 서신면 해안길 421-20,,31,0,A01,A0101,A01011600,2743344,12,2.02109E+13,http://tong.visitkorea.or.kr/cms/resource/07/2750907_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/07/2750907_image2_1.jpg,Type3,126.6220059,37.17924287,6,2.02311E+13,31,,제부도등대,18553
경기도 화성시 서신면 해안길 421-12,,31,0,A01,A0101,A01011400,2757218,12,2.0211E+13,http://tong.visitkorea.or.kr/cms/resource/59/2775459_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/59/2775459_image2_1.JPG,Type3,126.6219421,37.1778708,6,2.02312E+13,31,,제부도선착장  (탄도선착장),18553
경기도 화성시 서신면 송교리 377-46,,31,0,A02,A0205,A02050100,2737275,12,2.02108E+13,http://tong.visitkorea.or.kr/cms/resource/21/2737421_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/21/2737421_image2_1.jpg,Type3,126.6557641,37.17433569,6,2.02312E+13,31,,제부도워터워크,
경기도 화성시 서신면 해안길 260,,31,0,A01,A0101,A01011200,1932056,12,2.01407E+13,,,,126.6181483,37.16441951,6,2.02312E+13,31,,제부도해수욕장,18553
경기도 화성시 서신면 제부리,공영주차장인근 체험장,31,,A02,A0203,A02030100,3013923,12,2.02309E+13,http://tong.visitkorea.or.kr/cms/resource/50/3004050_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/50/3004050_image3_1.jpg,Type3,126.6193678,37.1600256,6,2.02309E+13,31,,제부리어촌체험휴양마을,18553
경기도 화성시 해안길 477,,31,,A01,A0101,A01011400,2966832,12,2.02304E+13,http://tong.visitkorea.or.kr/cms/resource/79/2966879_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/79/2966879_image3_1.jpg,Type3,126.6281832,37.17532398,6,2.02304E+13,31,,제부마리나,18553
충청북도 단양군 단성면 장회리,(단성면),33,0,A01,A0101,A01010400,126651,12,2.0031E+13,,,,128.2699146,36.91871661,6,2.02312E+13,2,,제비봉,27025
경상북도 안동시 제비원로 672,,35,0,A02,A0201,A02010700,2733084,12,2.02108E+13,http://tong.visitkorea.or.kr/cms/resource/85/2733085_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/85/2733085_image2_1.jpg,Type3,128.7061403,36.60637721,6,2.02312E+13,11,,제비원 석불,36625
경상북도 경산시 자인면 북사안길 18,,35,0,A02,A0201,A02010800,479915,12,2.00802E+13,,,,128.8211997,35.82184628,6,2.02311E+13,1,,제석사(경산),38555
경상남도 통영시 한산일주로 70 제승당,,36,0,A02,A0201,A02010100,2763965,12,2.0211E+13,,,,128.4744856,34.79609413,6,2.02302E+13,17,,제승당,53092
경기도 화성시 향남읍 제암길 50,,31,0,A02,A0206,A02060200,125543,12,2.0031E+13,,,,126.8922134,37.12615655,6,2.02311E+13,31,,제암리 3.1운동 순국기념관,18595
전라남도 장흥군 장흥읍 금산신기길 131,,38,0,A01,A0101,A01010400,1246089,12,2.01103E+13,,,,126.9581846,34.69908153,6,2.02312E+13,20,,제암산,59314
전라남도 보성군 웅치면 대산길 330,(웅치면),38,0,A01,A0101,A01010600,125425,12,2.0031E+13,,,,126.983899,34.69852091,6,2.02307E+13,10,,제암산자연휴양림,59450
강원특별자치도 강릉시 성산면 어흘리,,32,0,A01,A0101,A01010400,125617,12,2.00308E+13,http://tong.visitkorea.or.kr/cms/resource/80/1873680_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/80/1873680_image3_1.jpg,Type3,128.7806257,37.70995459,6,2.0231E+13,1,,제왕산/능경봉,"210-840,1"
충청북도 제천시 한수면 미륵송계로 1405,,33,0,A01,A0102,A01020100,1684111,12,2.01207E+13,,,,128.087488,36.86640533,6,2.02312E+13,7,,제원 송계리 망개나무,27226
제주특별자치도 제주시 조천읍 대흘북길 72-5,,39,,A02,A0202,A02020500,3022258,12,2.0231E+13,,,,126.6664606,33.50300728,6,2.0231E+13,4,,제원하늘농원,63343
대전광역시 대덕구 계족로 750,(읍내동),3,0,A02,A0201,A02010700,1622728,12,2.01205E+13,http://tong.visitkorea.or.kr/cms/resource/94/1585394_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/94/1585394_image3_1.jpg,Type3,127.427319,36.37807155,6,2.02311E+13,1,,제월당,34354
전라남도 곡성군 입면 제월리 1115,,38,0,A01,A0101,A01011300,2718057,12,2.02105E+13,,,,127.2180851,35.31775236,6,2.02312E+13,3,,제월섬,57511
강원특별자치도 춘천시 남산면 햇골길 80,제이드가든수목원,32,0,A01,A0101,A01010700,1607565,12,2.01204E+13,http://tong.visitkorea.or.kr/cms/resource/85/2748685_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/85/2748685_image3_1.jpg,Type3,127.5417315,37.83255302,6,2.02312E+13,13,,제이드가든,24464
제주특별자치도 서귀포시 대포로 172-7,(대포동),39,0,A03,A0303,A03030300,2571240,12,2.01811E+13,http://tong.visitkorea.or.kr/cms/resource/49/2571149_image2_1.bmp,http://tong.visitkorea.or.kr/cms/resource/49/2571149_image2_1.bmp,Type3,126.4396058,33.23824404,6,2.02306E+13,3,,제이엠그랑블루요트,63543
경남 고성군 하이면 덕명리,,36,0,A02,A0203,A02030100,129080,12,2.00606E+13,http://tong.visitkorea.or.kr/cms/resource/71/3043671_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/71/3043671_image3_1.jpg,Type3,128.1551133,34.91087005,6,2.02311E+13,3,,제전마을,"638-931,1"
제주특별자치도 서귀포시 표선면 가시리 3083-1,,39,0,A01,A0101,A01010500,2715653,12,2.02105E+13,,,,126.7594834,33.36806535,6,2.02312E+13,3,,제주 가시리유채꽃길,
제주특별자치도 제주시 조천읍 남조로 2023,,39,0,A01,A0101,A01010600,2763739,12,2.0211E+13,,,,126.6567238,33.45139616,6,2.02305E+13,4,,제주 교래자연휴양림,63345
제주특별자치도 제주시 명림로 520,,39,0,A01,A0101,A01010500,1672315,12,2.01207E+13,http://tong.visitkorea.or.kr/cms/resource/75/2549075_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/75/2549075_image3_1.jpg,Type3,126.626621,33.44445478,,2.02303E+13,4,,제주 노루생태관찰원,63313
제주특별자치도 제주시 구좌읍 월정리,1457외 4필,39,0,A01,A0101,A01011900,477920,12,2.00802E+13,,,,126.7848269,33.55683933,6,2.02311E+13,4,,제주 당처물동굴 [유네스코 세계자연유산],63358
제주특별자치도 서귀포시 남원읍 한신로531번길 22-1,,39,0,A02,A0203,A02030100,2023350,12,2.01508E+13,http://tong.visitkorea.or.kr/cms/resource/42/2023342_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/42/2023342_image2_1.JPG,Type3,126.745183,33.32039538,6,2.02301E+13,3,,제주 동백마을,63616
제주특별자치도 제주시 명림로 268-71,,39,0,A02,A0203,A02030100,801097,12,2.00909E+13,http://tong.visitkorea.or.kr/cms/resource/54/1950454_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/54/1950454_image3_1.jpg,Type3,126.5948838,33.49171016,6,2.02302E+13,4,,제주 명도암참살이마을,63313
제주 제주시 도두일동 1734,,39,0,A01,A0101,A01010500,2714306,12,2.02104E+13,http://tong.visitkorea.or.kr/cms/resource/62/2943662_image2_1.bmp,http://tong.visitkorea.or.kr/cms/resource/62/2943662_image3_1.bmp,Type3,126.4724746,33.50938958,6,2.02303E+13,4,,제주 무지개해안도로,
제주특별자치도 서귀포시 안덕면 사계북로41번길 192,,39,0,A02,A0202,A02020300,128555,12,2.00506E+13,,,,126.2988483,33.24896286,6,2.02309E+13,3,,제주 산방산탄산온천,63528
제주특별자치도 제주시 삼성로 22,(이도일동),39,0,A02,A0201,A02010700,127744,12,2.00311E+13,,,,126.5289587,33.50417717,6,2.02311E+13,4,,제주 삼성혈,63197
제주특별자치도 제주시 선사로2길 13,,39,0,A02,A0201,A02010700,129455,12,2.00703E+13,http://tong.visitkorea.or.kr/cms/resource/94/492094_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/94/492094_image3_1.jpg,Type3,126.5877976,33.52329821,6,2.02312E+13,4,,제주 삼양동 유적,63318
제주특별자치도 서귀포시 안덕면 신화역사로 15,(오설록티뮤지엄),39,0,A02,A0204,A02040800,128150,12,2.00405E+13,http://tong.visitkorea.or.kr/cms/resource/29/3024729_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/29/3024729_image3_1.jpg,Type3,126.2893812,33.30595642,6,2.0231E+13,3,,제주 서광다원,63521
제주특별자치도 서귀포시 존제로15번길 2,(상예동),39,0,A02,A0203,A02030100,128506,12,2.00505E+13,,,,126.376369,33.26548448,6,2.02312E+13,3,,제주 서귀포 상예마을,63534
제주특별자치도 제주시 조천읍,선흘리 365번지 등,39,0,A01,A0101,A01011900,478140,12,2.00802E+13,,,,126.7177323,33.45574944,6,2.02401E+13,4,,제주 선흘리 벵뒤굴 [유네스코 세계자연유산],63341
제주특별자치도 서귀포시 성산읍 성산등용로 129-21,,39,0,A01,A0101,A01011400,2800664,12,2.02112E+13,http://tong.visitkorea.or.kr/cms/resource/79/2800679_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/79/2800679_image2_1.jpg,Type3,126.9299218,33.47254822,6,2.02311E+13,3,,제주 성산항,63643
제주특별자치도 서귀포시 표선면 성읍정의현로34번길 22-10,,39,0,A02,A0201,A02010400,1621161,12,2.01205E+13,http://tong.visitkorea.or.kr/cms/resource/89/1618189_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/89/1618189_image3_1.jpg,Type3,126.8032181,33.38716394,6,2.02311E+13,3,,제주 성읍마을 고창환 고택,63624
제주특별자치도 서귀포시 표선면 성읍정의현로34번길 5-3,,39,0,A02,A0201,A02010400,1621155,12,2.01205E+13,http://tong.visitkorea.or.kr/cms/resource/95/1618195_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/95/1618195_image3_1.jpg,Type3,126.8018155,33.38599183,6,2.02312E+13,3,,제주 성읍마을 고평오 고택,63624
제주특별자치도 제주시 조천읍 비자림로 606,,39,0,A02,A0202,A02020600,128049,12,2.00402E+13,http://tong.visitkorea.or.kr/cms/resource/45/3034545_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/45/3034545_image3_1.jpg,Type3,126.6745671,33.43322623,6,2.02311E+13,4,,제주 센트럴파크,63346
제주특별자치도 제주시 조천읍 함와로 566-27,,39,0,A02,A0203,A02030100,2763726,12,2.0211E+13,,,,126.6767933,33.493939,6,2.02308E+13,4,,제주 스위스마을,63342
제주 서귀포시 대정읍 동일리,동일리포구,39,0,A03,A0301,A03010200,2714538,12,2.02104E+13,,,,126.250411,33.24292944,6,2.02303E+13,3,,제주 야생돌고래 탐사,
제주특별자치도 제주시 우도면 우도해안길 70,,39,0,A02,A0202,A02020800,2798882,12,2.02112E+13,http://tong.visitkorea.or.kr/cms/resource/38/2799638_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/38/2799638_image2_1.JPG,Type3,126.9515556,33.49283522,6,2.02305E+13,4,,제주 우도 천진항 대합실,63365
제주특별자치도 제주시 한경면 녹차분재로 462,,39,0,A02,A0202,A02020600,642353,12,2.0081E+13,,,,126.2736768,33.31466076,6,2.02308E+13,4,,제주 유리의성,63005
제주특별자치도 제주시 애월읍 유수암평화길 14,(애월읍),39,0,A02,A0203,A02030100,2045014,12,2.01512E+13,http://tong.visitkorea.or.kr/cms/resource/94/2044994_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/94/2044994_image2_1.jpg,Type3,126.4030877,33.44137934,6,2.02311E+13,4,,제주 유수암마을,63067
제주특별자치도 제주시 한경면 대한로 1036,(한경면),39,0,A02,A0203,A02030100,1936339,12,2.01407E+13,http://tong.visitkorea.or.kr/cms/resource/39/2754539_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/39/2754539_image2_1.jpg,Type3,126.2475734,33.31806831,6,2.02305E+13,4,,제주 청수마을,63006
제주특별자치도 서귀포시 중문관광로110번길 15,,39,0,A02,A0206,A02060100,1737497,12,2.0121E+13,http://tong.visitkorea.or.kr/cms/resource/17/3023917_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/17/3023917_image3_1.jpg,Type3,126.4133189,33.24976735,6,2.0231E+13,3,,제주 초콜릿랜드,63535
제주특별자치도 제주시 구좌읍 문주란로,(구좌읍),39,0,A01,A0102,A01020100,126445,12,2.00311E+13,,,,126.908342,33.52023149,6,2.02312E+13,4,,제주 토끼섬 문주란 자생지,63363
제주특별자치도 제주시 구좌읍 하도리,(구좌읍),39,0,A01,A0101,A01010500,660972,12,2.00812E+13,,,,126.8905991,33.52047007,6,2.02401E+13,4,,제주 하도리 철새도래지,63363
제주특별자치도 제주시 애월읍 항파두리로 50,(애월읍),39,1,A02,A0201,A02010700,128050,12,2.00402E+13,http://tong.visitkorea.or.kr/cms/resource/14/1618314_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/14/1618314_image3_1.jpg,Type3,126.408962,33.45233656,6,2.02401E+13,4,,제주 항파두리 항몽 유적,63057
제주특별자치도 제주시 명림로 430,,39,0,A02,A0202,A02020700,1907801,12,2.01403E+13,http://tong.visitkorea.or.kr/cms/resource/44/1806044_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/44/1806044_image3_1.jpg,Type3,126.6177605,33.44985404,6,2.02311E+13,4,,제주4·3평화공원,63313
제주특별자치도 제주시 애월읍 광령평화2길 1,,39,0,A02,A0202,A02020600,250282,12,2.0071E+13,http://tong.visitkorea.or.kr/cms/resource/09/1618309_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/09/1618309_image3_1.jpg,Type3,126.4323712,33.44280465,6,2.02312E+13,4,,제주공룡랜드,63064
제주특별자치도 서귀포시 에듀시티로 178,,39,,A01,A0101,A01010200,2858467,12,2.02209E+13,http://tong.visitkorea.or.kr/cms/resource/62/2858462_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/62/2858462_image3_1.jpg,Type3,126.2735803,33.28325035,6,2.0221E+13,3,,제주곶자왈도립공원,63644
제주특별자치도 서귀포시 산록남로 1240,(색달동),39,0,A02,A0202,A02020700,2602774,12,2.01905E+13,http://tong.visitkorea.or.kr/cms/resource/70/2602770_image2_1.bmp,http://tong.visitkorea.or.kr/cms/resource/70/2602770_image2_1.bmp,Type3,126.4188396,33.2971261,6,2.02303E+13,3,,제주다원 녹차미로공원,63549
제주특별자치도 제주시 제주대학로 102,,39,0,A01,A0101,A01010500,2606696,12,2.01906E+13,http://tong.visitkorea.or.kr/cms/resource/41/1574541_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/41/1574541_image3_1.jpg,Type3,126.5624124,33.45794671,6,2.02312E+13,4,,제주대 벚꽃길,63243
제주특별자치도,,39,0,A02,A0202,A02020200,1957971,12,2.0141E+13,,,,126.4961419,33.3911586,6,2.02305E+13,,,제주도 관광특구,63208
제주특별자치도 제주시 조천읍 선교로 569-36,,39,0,A01,A0101,A01010500,1162240,12,2.01101E+13,http://tong.visitkorea.or.kr/cms/resource/96/2612496_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/96/2612496_image3_1.jpg,Type3,126.7142576,33.45690203,6,2.02308E+13,4,,제주도 국가지질공원,63341
제주특별자치도 서귀포시 대정읍 암반수마농로441번길 3,,39,0,A02,A0203,A02030400,635460,12,2.0081E+13,http://tong.visitkorea.or.kr/cms/resource/48/2517348_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/48/2517348_image2_1.jpg,Type3,126.2357229,33.26465181,6,2.02303E+13,3,,제주도예촌,63502
